,authors,title,journal,publisher,volume,year,pages,full_ref,source_file,source_title
0,"E. Tay, P. Li, L. Zhou, J. Feng.", Cycle-sum: cycle-consistent adversarial lstm networks for unsupervised video summarization. In Proceedings of the AAAI Conference on Artificial Intelligence,volume 33,pages 9143–9150,,,2019,"L. Yuan, F. E. Tay, P. Li, L. Zhou, and J. Feng. Cycle-sum: cycle-consistent adversarial lstm networks for unsupervised video summarization. In Proceedings of the AAAI Conference on Artificial Intelligence, volume 33, pages 9143–9150, 2019. ",./refs/download/Central similarity quantization for efficient image and video retrieval.pdf,
0,"H. Zhu, M. Long, J. Wang, Y. Cao.", Deep hashing network for efficient similarity retrieval. In AAAI,pages 2415– 2421,,,,2016,"H. Zhu, M. Long, J. Wang, and Y. Cao. Deep hashing network for efficient similarity retrieval. In AAAI, pages 2415– 2421, 2016. ",./refs/download/Central similarity quantization for efficient image and video retrieval.pdf,
0,"N. Zhuang, J. Ye, ",K. A. Hua. Dlstm approach to video modeling with hashing for large-scale video retrieval. In Pattern Recognition (ICPR),2016 23rd International Conference on,pages 3222–3227. IEEE,,,2016,"N. Zhuang, J. Ye, and K. A. Hua. Dlstm approach to video modeling with hashing for large-scale video retrieval. In Pattern Recognition (ICPR), 2016 23rd International Conference on, pages 3222–3227. IEEE, 2016. ",./refs/download/Central similarity quantization for efficient image and video retrieval.pdf,
0,"R. Hu, W. Li, O. Van Kaick, A. Shamir, H. Zhang, H. Huang.", Learning to predict part mobility from a single static snapshot. ACM Transactions on Graphics (TOG),36(6):227,,,,2017,"R. Hu, W. Li, O. Van Kaick, A. Shamir, H. Zhang, and H. Huang. Learning to predict part mobility from a single static snapshot. ACM Transactions on Graphics (TOG), 36(6):227, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"R. Hu, O. van Kaick, B. Wu, H. Huang, A. Shamir, H. Zhang.", Learning how objects function via co-analysis of interactions. ACM Transactions on Graphics (TOG),35(4):47,,,,2016,"R. Hu, O. van Kaick, B. Wu, H. Huang, A. Shamir, and H. Zhang. Learning how objects function via co-analysis of interactions. ACM Transactions on Graphics (TOG), 35(4):47, 2016. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"R. Hu, Z. Yan, J. Zhang, O. van Kaick, A. Shamir, H. Zhang, H. Huang.", Predictive and generative neural networks for object functionality. In Computer Graphics Forum (Eurographics State-of-the-art report),volume 37,pages 603– 624,,,2018,"R. Hu, Z. Yan, J. Zhang, O. van Kaick, A. Shamir, H. Zhang, and H. Huang. Predictive and generative neural networks for object functionality. In Computer Graphics Forum (Eurographics State-of-the-art report), volume 37, pages 603– 624, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"J. Huang, H. Su, and L. Guibas. Robust watertight manifold surface generation method for shapenet models. arXiv preprint arXiv:1802.01698, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,partbased recombination. In Computer Graphics Forum,volume 31,pages 631–640. Wiley Online Library,,,2012,"-P. Seidel. Exploring shape variations by 3d-model decomposition and partbased recombination. In Computer Graphics Forum, volume 31, pages 631–640. Wiley Online Library, 2012. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"E. Kalogerakis, A. Hertzmann, K. Singh.", Learning 3D mesh segmentation and labeling. ACM Transactions on Graphics (TOG),29(4):102,,,,2010,"E. Kalogerakis, A. Hertzmann, and K. Singh. Learning 3D mesh segmentation and labeling. ACM Transactions on Graphics (TOG), 29(4):102, 2010. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"G. Kim, S. Chaudhuri, L. Guibas, T. Funkhouser.", Shape2pose: Human-centric shape analysis. ACM Transactions on Graphics (TOG),33(4):120,,,,2014,"V. G. Kim, S. Chaudhuri, L. Guibas, and T. Funkhouser. Shape2pose: Human-centric shape analysis. ACM Transactions on Graphics (TOG), 33(4):120, 2014. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,V. Lempitsky., Escape from cells: Deep kdnetworks for the recognition of 3D point cloud models. In Computer Vision (ICCV),2017 IEEE International Conference on,pages 863–872. IEEE,,,2017,"R. Klokov and V. Lempitsky. Escape from cells: Deep kdnetworks for the recognition of 3D point cloud models. In Computer Vision (ICCV), 2017 IEEE International Conference on, pages 863–872. IEEE, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"E. Kolve, R. Mottaghi, D. Gordon, Y. Zhu, A. Gupta, and A. Farhadi. Ai2-thor: An interactive 3d environment for visual ai. arXiv preprint arXiv:1712.05474, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,V. Koltun., Parameter learning and convergent inference for dense random fields. In International Conference on Machine Learning,pages 513–521,,,,2013,"P. Krähenbühl and V. Koltun. Parameter learning and convergent inference for dense random fields. In International Conference on Machine Learning, pages 513–521, 2013. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"H. W. Kuhn. The hungarian method for the assignment problem. Naval research logistics quarterly, 2(1-2):83–97, 1955. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,Y. Duan., PointGrid: A deep network for 3D shape understanding. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,pages 9204– 9214,,,,2018,"T. Le and Y. Duan. PointGrid: A deep network for 3D shape understanding. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 9204– 9214, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"M. Chen, ",G. H. Lee. SO-Net: Self-organizing network for point cloud analysis. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,pages 9397–9406,,,,2018,"J. Li, B. M. Chen, and G. H. Lee. SO-Net: Self-organizing network for point cloud analysis. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 9397–9406, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"J. Li, K. Xu, S. Chaudhuri, E. Yumer, H. Zhang, L. Guibas.", Grass: Generative recursive autoencoders for shape structures. ACM Transactions on Graphics (TOG),36(4):52,,,,2017,"J. Li, K. Xu, S. Chaudhuri, E. Yumer, H. Zhang, and L. Guibas. Grass: Generative recursive autoencoders for shape structures. ACM Transactions on Graphics (TOG), 36(4):52, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Y. Li, R. Bu, M. Sun, and B. Chen. PointCNN: Convolution on X -transformed points. Advances in neural information processing systems (NIPS), 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Z. Liu, W. T. Freeman, J. B. Tenenbaum, and J. Wu. Physical primitive decomposition. arXiv preprint arXiv:1809.05070, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"M. Attene, S. Katz, M. Mortara, G. Patané, M. Spagnuolo, and A. Tal. Mesh segmentation-a comparative study. In Shape Modeling and Applications, 2006. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,M. Daoudi., A framework for the objective evaluation of segmentation algorithms using a ground-truth of human segmented 3Dmodels. In IEEE International Conference on Shape Modeling and Applications (SMI),pages Session–5,,,,2009,"-P. Vandeborre, G. Lavoué, and M. Daoudi. A framework for the objective evaluation of segmentation algorithms using a ground-truth of human segmented 3Dmodels. In IEEE International Conference on Shape Modeling and Applications (SMI), pages Session–5, 2009. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"A. X. Chang, R. Mago, P. Krishna, M. Savva, and C. Fellbaum. Linking WordNet to 3D shapes. In Global WordNet Conference, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"X. Chen, A. Golovinskiy, and T. Funkhouser. A benchmark for 3D mesh segmentation. ACM Transactions on Graphics (Proc. SIGGRAPH), 2009. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"B. Graham, M. Engelcke, L. van der Maaten.", 3D semantic segmentation with submanifold sparse convolutional networks. Proceedings of the IEEE Computer Vision and Pattern Recognition (CVPR),pages 18–22,,,,2018,"B. Graham, M. Engelcke, and L. van der Maaten. 3D semantic segmentation with submanifold sparse convolutional networks. Proceedings of the IEEE Computer Vision and Pattern Recognition (CVPR), pages 18–22, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"-P. Vázquez, À. Vinacua, and T. Ropinski. Monte carlo convolution for learning on non-uniformly sampled point clouds. arXiv preprint arXiv:1806.01759, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,W. A. Richards. Parts of recognition. Cognition,18(1-3):65–96,,,,1984,"D. D. Hoffman and W. A. Richards. Parts of recognition. Cognition, 18(1-3):65–96, 1984. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"R. Hu, L. Fan, L. Liu.", Co-segmentation of 3D shapes via subspace clustering. In Computer graphics forum,volume 31,pages 1703–1713. Wiley Online Library,,,2012,"R. Hu, L. Fan, and L. Liu. Co-segmentation of 3D shapes via subspace clustering. In Computer graphics forum, volume 31, pages 1703–1713. Wiley Online Library, 2012. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"C. Yan, D. Misra, A. Bennnett, A. Walsman, Y. Bisk, and Y. Artzi. Chalet: Cornell house agent learning environment. arXiv preprint arXiv:1801.07357, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"L. Yi, L. Guibas, A. Hertzmann, V. G. Kim, H. Su, and E. Yumer. Learning hierarchical shape segmentation and labeling from online repositories. ACM Transactions on Graphics (Proc. SIGGRAPH Asia), 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"L. Yi, H. Su, X. Guo, ",L. J. Guibas. SyncSpecCNN: Synchronized spectral CNN for 3D shape segmentation. Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR),pages 6584–6592,,,,2017,"L. Yi, H. Su, X. Guo, and L. J. Guibas. SyncSpecCNN: Synchronized spectral CNN for 3D shape segmentation. Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 6584–6592, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"Y. Zhu, D. Gordon, E. Kolve, D. Fox, L. Fei-Fei, A. Gupta, R. Mottaghi, A. Farhadi.", Visual semantic planning using deep successor representations. arXiv preprint ArXiv:1705.08080,pages 1–13,,,,2017,"Y. Zhu, D. Gordon, E. Kolve, D. Fox, L. Fei-Fei, A. Gupta, R. Mottaghi, and A. Farhadi. Visual semantic planning using deep successor representations. arXiv preprint ArXiv:1705.08080, pages 1–13, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"G. Hinton. Visualizing data using t-sne. Journal of machine learning research, 9(Nov):2579–2605, 2008. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"M. Ovsjanikov, W. Li, L. Guibas, ",N. J. Mitra. Exploration of continuous variability in collections of 3d shapes. In ACM Transactions on Graphics (TOG),volume 30,page 33. ACM,,,2011,"M. Ovsjanikov, W. Li, L. Guibas, and N. J. Mitra. Exploration of continuous variability in collections of 3d shapes. In ACM Transactions on Graphics (TOG), volume 30, page 33. ACM, 2011. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"X. Puig, K. Ra, M. Boben, J. Li, T. Wang, S. Fidler, and A. Torralba. Virtualhome: Simulating household activities via programs. In CVPR, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"C. R. Qi, H. Su, K. Mo, and L. J. Guibas. PointNet: Deep learning on point sets for 3D classification and segmentation. In Proc. Computer Vision and Pattern Recognition (CVPR), IEEE, volume 1, page 4, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"R. Qi, L. Yi, H. Su, ",L. J. Guibas. PointNet++: Deep hierarchical feature learning on point sets in a metric space. In Advances in Neural Information Processing Systems,pages 5099–5108,,,,2017,"C. R. Qi, L. Yi, H. Su, and L. J. Guibas. PointNet++: Deep hierarchical feature learning on point sets in a metric space. In Advances in Neural Information Processing Systems, pages 5099–5108, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,#NAME?, SplatNet: Sparse lattice networks for point cloud processing. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,pages 2530–2539,,,,2018,"-H. Yang, and J. Kautz. SplatNet: Sparse lattice networks for point cloud processing. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 2530–2539, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"M. Sung, H. Su, R. Yu, and L. Guibas. Deep functional dictionaries: Learning consistent semantic structures on 3D models from functions. Advances in neural information processing systems (NIPS), 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,#NAME?, OCNN: Octree-based convolutional neural networks for 3D shape analysis. ACM Transactions on Graphics (TOG),36(4):72,,,,2017,"-Y. Sun, and X. Tong. OCNN: Octree-based convolutional neural networks for 3D shape analysis. ACM Transactions on Graphics (TOG), 36(4):72, 2017. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"W. Wang, R. Yu, Q. Huang, U. Neumann.", SGPN: Similarity group proposal network for 3D point cloud instance segmentation. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR),pages 2569–2578,,,,2018,"W. Wang, R. Yu, Q. Huang, and U. Neumann. SGPN: Similarity group proposal network for 3D point cloud instance segmentation. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 2569–2578, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"X. Wang, B. Zhou, H. Fang, X. Chen, Q. Zhao, K. Xu.", Learning to group and label fine-grained shape components. ACM Transactions on Graphics (SIGGRAPH Asia 2018),37(6),,,,2018,"X. Wang, B. Zhou, H. Fang, X. Chen, Q. Zhao, and K. Xu. Learning to group and label fine-grained shape components. ACM Transactions on Graphics (SIGGRAPH Asia 2018), 37(6), 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,"Y. Wang, S. Asafi, O. Van Kaick, H. Zhang, D. Cohen-Or, B. Chen.", Active co-analysis of a set of shapes. ACM Transactions on Graphics (TOG),31(6):165,,,,2012,"Y. Wang, S. Asafi, O. Van Kaick, H. Zhang, D. Cohen-Or, and B. Chen. Active co-analysis of a set of shapes. ACM Transactions on Graphics (TOG), 31(6):165, 2012. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Y. Wang, Y. Sun, Z. Liu, S. E. Sarma, M. M. Bronstein, and J. M. Solomon. Dynamic graph cnn for learning on point clouds. arXiv preprint arXiv:1801.07829, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Z. Wang and F. Lu. VoxSegNet: Volumetric CNNs for semantic part segmentation of 3D shapes. arXiv preprint arXiv:1809.00226, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Z. Wu, X. Wang, D. Lin, D. Lischinski, D. Cohen-Or, and H. Huang. Structure-aware generative network for 3d-shape modeling. arXiv preprint arXiv:1808.03981, 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Y. Xu, T. Fan, M. Xu, L. Zeng, and Y. Qiao. SpiderCNN: Deep learning on point sets with parameterized convolutional filters. European Conference on Computer Vision (ECCV), 2018. ",./refs/download/Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding.pdf,
0,,,,,,,,"Quoc V. Le 1  Abstract  EfficientNet-B7  84  To go even further, we use neural architecture search to design a new baseline network and scale it up to obtain a family of models, called EfficientNets, which achieve much better accuracy and efficiency than previous ConvNets. In particular, our EfficientNet-B7 achieves state-of-the-art 84.3% top-1 accuracy on ImageNet, while being 8.4x smaller and 6.1x faster on inference than the best existing ConvNet. Our EfficientNets also transfer well and achieve state-of-the-art accuracy on CIFAR-100 (91.7%), Flowers (98.8%), and 3 other transfer learning datasets, with an order of magnitude fewer parameters. Source code is at https: //github.com/tensorflow/tpu/tree/ master/models/official/efficientnet.  1. Introduction Scaling up ConvNets is widely used to achieve better accuracy. For example, ResNet (He et al., 2016)",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"FLOPS. Besides ImageNet, EfficientNets also transfer well and achieve state-  of-the-art accuracy on 5 out of 8 widely used datasets, while reducing parameters by up to 21x than existing ConvNets.  2. Related Work ConvNet Accuracy: Since AlexNet (Krizhevsky et al., 2012)",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"FLOPS. Although prior studies (Raghu et al., 2017",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"FLOPS. Specifically, we use the same search space as (Tan et al., 2019)",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"FLOPS. Unlike (Tan et al., 2019",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"FLOPS. To validate the latency, we have also measured the inference latency for a few representative CovNets on a real CPU as shown in Table 4, where we report average latency over 20 runs. Our EfficientNet-B1 runs 5.7x faster than the widely used ResNet-152, while EfficientNet-B7 runs about 6.1x faster than GPipe (Huang et al., 2018)",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"Alexander, M. L., Jacobs, D. W., and Belhumeur, P. N. Birdsnap: Large-scale fine-grained visual categorization of birds. CVPR, pp. 2011",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Gool, L.",Food-101– mining discriminative components with random forests,"ECCV, pp. 446–461",,,2014,,"Gool, L. Food-101– mining discriminative components with random forests. ECCV, pp. 446–461, 2014",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Han, S.",Proxylessnas: Direct neural architecture search on target task and hardware,ICLR,,,2019,,"Han, S. Proxylessnas: Direct neural architecture search on target task and hardware. ICLR, 2019",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"Chollet, F. Xception: Deep learning with depthwise separable convolutions. CVPR, pp. 1610",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Cubuk, E. D., Zoph, B., Mane, D., Vasudevan, V., Le, Q. V.",Autoaugment: Learning augmentation policies from data,CVPR,,,2019,,"Cubuk, E. D., Zoph, B., Mane, D., Vasudevan, V., and Le, Q. V. Autoaugment: Learning augmentation policies from data. CVPR, 2019",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Doya, K.",Sigmoid-weighted linear units for neural network function approximation in reinforcement learning,"Neural Networks, 107:3–11",,,2018,,"Doya, K. Sigmoid-weighted linear units for neural network function approximation in reinforcement learning. Neural Networks, 107:3–11, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Keutzer, K.",Squeezenext: Hardware-aware neural network design,ECV Workshop at CVPR’18,,,2018,,"Keutzer, K. Squeezenext: Hardware-aware neural network design. ECV Workshop at CVPR’18, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Dally, W. J.","Deep compression: Compressing deep neural networks with pruning, trained quantization and huffman coding",ICLR,,,2016,,"Dally, W. J. Deep compression: Compressing deep neural networks with pruning, trained quantization and huffman coding. ICLR, 2016",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Sun, J.",Deep residual learning for image recognition,"CVPR, pp. 770–778",,,2016,,"Sun, J. Deep residual learning for image recognition. CVPR, pp. 770–778, 2016",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"Girshick, R. Mask r-cnn. ICCV, pp. 2980",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Han, S.",Amc: Automl for model compression and acceleration on mobile devices,ECCV,,,2018,,"Han, S. Amc: Automl for model compression and acceleration on mobile devices. ECCV, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Hendrycks, D., Gimpel, K.",Gaussian error linear units (gelus),arXiv preprint arXiv:1606.08415,,,2016,,"Hendrycks, D. and Gimpel, K. Gaussian error linear units (gelus). arXiv preprint arXiv:1606.08415, 2016",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Howard, A. G., Zhu, M., Chen, B., Kalenichenko, D., Wang, W., Weyand, T., Andreetto, M., Adam, H.",Mobilenets: Efficient convolutional neural networks for mobile vision applications,arXiv preprint arXiv:1704.04861,,,2017,,"Howard, A. G., Zhu, M., Chen, B., Kalenichenko, D., Wang, W., Weyand, T., Andreetto, M., and Adam, H. Mobilenets: Efficient convolutional neural networks for mobile vision applications. arXiv preprint arXiv:1704.04861, 2017",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Sun, G.",Squeeze-and-excitation networks,CVPR,,,2018,,"Sun, G. Squeeze-and-excitation networks. CVPR, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Weinberger, K. Q.",Deep networks with stochastic depth,"ECCV, pp. 646–661",,,2016,,"Weinberger, K. Q. Deep networks with stochastic depth. ECCV, pp. 646–661, 2016",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Weinberger, K. Q.",Densely connected convolutional networks,CVPR,,,2017,,"Weinberger, K. Q. Densely connected convolutional networks. CVPR, 2017",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Le, Q. V., Chen, Z.",Gpipe: Efficient training of giant neural networks using pipeline parallelism,arXiv preprint arXiv:1808.07233,,,2018,,"Le, Q. V., and Chen, Z. Gpipe: Efficient training of giant neural networks using pipeline parallelism. arXiv preprint arXiv:1808.07233, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Iandola, F. N., Han, S., Moskewicz, M. W., Ashraf, K., Dally, W. J.",", and Keutzer, K",Squeezenet: Alexnet-level accuracy with 50x fewer parameters and <0.5 mb model size. arXiv preprint arXiv:1602.07360,,,2016,,"Iandola, F. N., Han, S., Moskewicz, M. W., Ashraf, K., Dally, W. J., and Keutzer, K. Squeezenet: Alexnet-level accuracy with 50x fewer parameters and <0.5 mb model size. arXiv preprint arXiv:1602.07360, 2016",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Ioffe, S., Szegedy, C.",Batch normalization: Accelerating deep network training by reducing internal covariate shift,"ICML, pp. 448–456",,,2015,,"Ioffe, S. and Szegedy, C. Batch normalization: Accelerating deep network training by reducing internal covariate shift. ICML, pp. 448–456, 2015",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"SohlDickstein, J.",On the expressive power of deep neural networks,ICML,,,2017,,"SohlDickstein, J. On the expressive power of deep neural networks. ICML, 2017",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Le, Q.",V,Do better imagenet models transfer better? CVPR,,,2019,,"Le, Q. V. Do better imagenet models transfer better? CVPR, 2019",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Le, Q. V.",Searching for activation functions,arXiv preprint arXiv:1710.05941,,,2018,,"Le, Q. V. Searching for activation functions. arXiv preprint arXiv:1710.05941, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Fei-Fei, L.",Collecting a large-scale dataset of fine-grained cars,Second Workshop on Fine-Grained Visual Categorizatio,,,2013,,"Fei-Fei, L. Collecting a large-scale dataset of fine-grained cars. Second Workshop on Fine-Grained Visual Categorizatio, 2013",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Krizhevsky, A., Hinton, G.",Learning multiple layers of features from tiny images,Technical Report,,,2009,,"Krizhevsky, A. and Hinton, G. Learning multiple layers of features from tiny images. Technical Report, 2009",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Le, Q. V.",Regularized evolution for image classifier architecture search,AAAI,,,2019,,"Le, Q. V. Regularized evolution for image classifier architecture search. AAAI, 2019",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"Hinton, G. E. Imagenet classification with deep convolutional neural networks. In NIPS, pp. 1097",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,,,,,,,,"Lin, H. and Jegelka, S. Resnet with one-neuron hidden layers is a universal approximator. NeurIPS, pp. 6172",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Belongie, S.",Feature pyramid networks for object detection,CVPR,,,2017,,"Belongie, S. Feature pyramid networks for object detection. CVPR, 2017",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Sharir, O., Shashua, A.",On the expressive power of overlapping architectures of deep learning,ICLR,,,2018,,"Sharir, O. and Shashua, A. On the expressive power of overlapping architectures of deep learning. ICLR, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Murphy, K.",Progressive neural architecture search,ECCV,,,2018,,"Murphy, K. Progressive neural architecture search. ECCV, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Salakhutdinov, R.",Dropout: a simple way to prevent neural networks from overfitting,"The Journal of Machine Learning Research, 15(1):1929–1958",,,2014,,"Salakhutdinov, R. Dropout: a simple way to prevent neural networks from overfitting. The Journal of Machine Learning Research, 15(1):1929–1958, 2014",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Wang, L.",The expressive power of neural networks: A view from the width,NeurIPS,,,2018,,"Wang, L. The expressive power of neural networks: A view from the width. NeurIPS, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
0,"Sun, J.",Shufflenet v2: Practical guidelines for efficient cnn architecture design,ECCV,,,2018,,"Sun, J. Shufflenet v2: Practical guidelines for efficient cnn architecture design. ECCV, 2018",./refs/download/Efficientnet: Rethinking model scaling for convolutional neural networks.pdf,
